,Date,Open,High,Low,Close,Adj Close,Volume
2020-03-06,2020-03-06,66.25,69.669998,63.501999,68.169998,68.169998,471400
2020-03-09,2020-03-09,51.0,61.59,50.0,53.75,53.75,603700
2020-03-10,2020-03-10,61.470001,62.709999,55.119999,62.709999,62.709999,583900
2020-03-11,2020-03-11,58.689999,59.91,51.905998,54.799999,54.799999,439700
2020-03-12,2020-03-12,42.869999,47.830002,38.16,38.779999,38.779999,871600
2020-03-13,2020-03-13,46.450001,46.450001,36.685001,43.959999,43.959999,740100
2020-03-16,2020-03-16,31.98,37.457001,30.502001,32.009998,32.009998,522500
2020-03-17,2020-03-17,32.0,33.32,25.190001,30.0,30.0,867200
2020-03-18,2020-03-18,25.01,29.056,23.01,26.5,26.5,667300
2020-03-19,2020-03-19,26.5,33.25,25.139999,30.26,30.26,1225600
2020-03-20,2020-03-20,33.5,34.700001,28.370001,28.5,28.5,1033500
2020-03-23,2020-03-23,29.0,30.950001,26.59,30.1,30.1,610400
2020-03-24,2020-03-24,34.990002,37.150002,33.810001,36.599998,36.599998,806400
2020-03-25,2020-03-25,38.599998,40.75,34.900002,36.255001,36.255001,636500
2020-03-26,2020-03-26,37.150002,40.209999,37.150002,39.5,39.5,548800
2020-03-27,2020-03-27,37.0,39.16,35.400002,36.389999,36.389999,353800
2020-03-30,2020-03-30,37.450001,39.18,35.821999,38.860001,38.860001,319500
2020-03-31,2020-03-31,39.220001,42.779999,38.5,39.814999,39.814999,610800
2020-04-01,2020-04-01,36.799999,37.990002,33.669998,34.009998,34.009998,474500
2020-04-02,2020-04-02,34.005001,35.810001,32.5,34.07,34.07,436300
2020-04-03,2020-04-03,36.259998,36.279999,32.071999,33.450001,33.450001,345800
2020-04-06,2020-04-06,37.060001,40.549999,36.279999,40.169998,40.169998,601600
2020-04-07,2020-04-07,43.84,44.5,40.5,40.849998,40.849998,567800
2020-04-08,2020-04-08,42.0,42.980999,40.450001,42.610001,42.610001,362200
2020-04-09,2020-04-09,44.09,45.240002,41.950001,43.549999,43.549999,400200
2020-04-13,2020-04-13,43.900002,48.77,43.279999,48.540001,48.540001,369700
2020-04-14,2020-04-14,52.77,57.389999,51.900002,55.560001,55.560001,843600
2020-04-15,2020-04-15,53.990002,57.900002,53.5,56.810001,56.810001,544600
2020-04-16,2020-04-16,58.0,61.248001,56.400002,59.84,59.84,849600
2020-04-17,2020-04-17,61.459999,61.59,57.080002,58.790001,58.790001,691800
2020-04-20,2020-04-20,57.73,61.609001,57.544998,59.029999,59.029999,384900
2020-04-21,2020-04-21,57.43,58.029999,49.860001,52.27,52.27,712500
2020-04-22,2020-04-22,55.490002,58.419998,54.890999,57.723999,57.723999,406200
2020-04-23,2020-04-23,58.490002,60.0,56.060001,56.970001,56.970001,361000
2020-04-24,2020-04-24,57.0,59.34,55.150002,59.18,59.18,300900
2020-04-27,2020-04-27,61.009998,63.435001,60.488998,61.66,61.66,498900
2020-04-28,2020-04-28,62.540001,62.889999,56.154999,56.450001,56.450001,522300
2020-04-29,2020-04-29,60.882999,64.629997,60.0,63.599998,63.599998,603600
2020-04-30,2020-04-30,64.540001,66.958,61.349998,63.639999,63.639999,609900
2020-05-01,2020-05-01,58.630001,60.470001,54.652,56.349998,56.349998,554600
2020-05-04,2020-05-04,55.110001,59.48,54.849998,59.48,59.48,291900
2020-05-05,2020-05-05,61.669998,62.810001,59.764999,60.5,60.5,464800
2020-05-06,2020-05-06,62.200001,63.528,60.639999,61.98,61.98,331300
2020-05-07,2020-05-07,63.93,64.769997,62.799999,64.510002,64.510002,255100
2020-05-08,2020-05-08,65.870003,68.620003,65.274002,68.290001,68.290001,322300
2020-05-11,2020-05-11,66.849998,71.029999,66.610001,70.099998,70.099998,370000
2020-05-12,2020-05-12,71.379997,72.014999,66.136002,66.330002,66.330002,483600
2020-05-13,2020-05-13,67.639999,69.620003,60.91,63.799999,63.799999,602000
2020-05-14,2020-05-14,62.029999,66.0,59.91,65.989998,65.989998,481600
2020-05-15,2020-05-15,63.73,69.5,63.66,69.480003,69.480003,386400
2020-05-18,2020-05-18,72.519997,75.120003,72.099998,74.68,74.68,465500
2020-05-19,2020-05-19,77.050003,79.279999,75.379997,75.449997,75.449997,480600
2020-05-20,2020-05-20,78.870003,81.769997,77.879997,80.5,80.5,556200
2020-05-21,2020-05-21,80.690002,82.0,76.440002,79.300003,79.300003,459800
2020-05-22,2020-05-22,77.82,78.338997,75.650002,77.199997,77.199997,311700
2020-05-26,2020-05-26,81.720001,81.720001,77.290001,77.779999,77.779999,321800
2020-05-27,2020-05-27,76.010002,76.599998,68.790001,75.849998,75.849998,630900
2020-05-28,2020-05-28,72.540001,77.290001,72.25,73.169998,73.169998,273200
2020-05-29,2020-05-29,73.349998,76.160004,71.129997,75.860001,75.860001,196400
2020-06-01,2020-06-01,75.870003,80.113998,75.510002,80.029999,80.029999,232800
2020-06-02,2020-06-02,80.059998,81.120003,77.599998,81.110001,81.110001,302700
2020-06-03,2020-06-03,81.440002,84.639999,80.919998,84.410004,84.410004,432200
2020-06-04,2020-06-04,83.620003,85.114998,78.75,80.330002,80.330002,285700
2020-06-05,2020-06-05,81.550003,86.110001,81.360001,85.5,85.5,392900
2020-06-08,2020-06-08,87.234001,89.800003,85.573997,89.800003,89.800003,285900
2020-06-09,2020-06-09,88.25,93.978996,87.519997,93.18,93.18,389200
2020-06-10,2020-06-10,97.43,99.370003,95.790001,98.169998,98.169998,559300
2020-06-11,2020-06-11,90.980003,94.646004,83.900002,84.089996,84.089996,731500
2020-06-12,2020-06-12,90.269997,91.004997,81.080002,85.760002,85.760002,498200
2020-06-15,2020-06-15,82.269997,90.5,80.760002,89.940002,89.940002,448100
2020-06-16,2020-06-16,96.029999,97.334,91.0,94.410004,94.410004,385600
2020-06-17,2020-06-17,95.68,97.885002,94.5,96.220001,96.220001,216100
2020-06-18,2020-06-18,96.220001,97.300003,94.650002,96.360001,96.360001,139500
2020-06-19,2020-06-19,98.849998,99.757004,94.160004,95.5,95.5,273700
2020-06-22,2020-06-22,96.599998,99.400002,95.492996,99.400002,99.400002,237700
2020-06-23,2020-06-23,101.050003,104.279999,100.077003,101.550003,101.550003,386300
2020-06-24,2020-06-24,100.5,102.824997,92.489998,95.25,95.25,441900
2020-06-25,2020-06-25,94.779999,97.5,91.650002,97.5,97.5,237900
2020-06-26,2020-06-26,96.860001,96.860001,84.800003,85.879997,85.879997,618200
2020-06-29,2020-06-29,84.0,88.980003,80.600998,88.980003,88.980003,341800
2020-06-30,2020-06-30,88.620003,94.260002,88.311996,93.919998,93.919998,300500
2020-07-01,2020-07-01,94.449997,102.106003,94.449997,100.949997,100.949997,472400
2020-07-02,2020-07-02,107.199997,108.290001,103.82,105.730003,105.730003,402800
2020-07-06,2020-07-06,112.940002,122.650002,112.620003,122.650002,122.650002,553600
2020-07-07,2020-07-07,123.959999,127.289001,120.360001,121.370003,121.370003,421100
2020-07-08,2020-07-08,125.0,132.266006,124.660004,131.0,131.0,507900
2020-07-09,2020-07-09,137.009995,138.0,128.195999,137.25,137.25,709500
2020-07-10,2020-07-10,136.979996,146.169998,132.0,145.820007,145.820007,728100
2020-07-13,2020-07-13,155.0,162.565994,130.759995,132.970001,132.970001,1329200
2020-07-14,2020-07-14,130.0,136.348999,119.610001,134.820007,134.820007,1171800
2020-07-15,2020-07-15,137.139999,138.380005,127.246002,135.779999,135.779999,570900
2020-07-16,2020-07-16,127.0,133.300003,124.160004,131.490005,131.490005,612600
2020-07-17,2020-07-17,130.619995,131.759995,125.260002,129.660004,129.660004,354900
2020-07-20,2020-07-20,131.740005,145.304993,129.070007,144.979996,144.979996,605500
2020-07-21,2020-07-21,149.0,150.210007,137.600006,139.0,139.0,733700
2020-07-22,2020-07-22,139.089996,141.399994,134.119995,138.169998,138.169998,432100
2020-07-23,2020-07-23,141.779999,142.199997,124.0,128.449997,128.449997,782600
2020-07-24,2020-07-24,118.400002,126.177002,114.282997,123.82,123.82,738600
2020-07-27,2020-07-27,125.0,130.699997,121.669998,130.470001,130.470001,431000
2020-07-28,2020-07-28,128.229996,130.880005,123.300003,124.5,124.5,322000
2020-07-29,2020-07-29,126.650002,130.75,126.010002,129.169998,129.169998,344000
2020-07-30,2020-07-30,125.0,130.5,123.098999,130.0,130.0,527900
2020-07-31,2020-07-31,139.149994,139.149994,129.669998,135.0,135.0,559600
2020-08-03,2020-08-03,137.520004,141.979996,137.399994,140.179993,140.179993,468000
2020-08-04,2020-08-04,140.919998,144.949997,140.710007,144.449997,144.449997,398100
2020-08-05,2020-08-05,145.300003,147.460007,143.699997,146.419998,146.419998,265300
2020-08-06,2020-08-06,145.809998,154.389999,144.25,153.119995,153.119995,461300
2020-08-07,2020-08-07,149.699997,153.229004,139.210007,145.039993,145.039993,680600
2020-08-10,2020-08-10,146.779999,149.449997,135.815002,141.699997,141.699997,476800
2020-08-11,2020-08-11,139.179993,143.5,132.850006,134.5,134.5,467200
2020-08-12,2020-08-12,140.440002,150.714996,139.794998,148.199997,148.199997,582800
2020-08-13,2020-08-13,152.160004,156.570007,149.860001,152.199997,152.199997,467400
2020-08-14,2020-08-14,152.979996,153.5,147.5,151.25,151.25,341700
2020-08-17,2020-08-17,155.110001,165.839996,154.738998,165.5,165.5,478500
2020-08-18,2020-08-18,169.410004,173.604996,166.259995,171.800003,171.800003,429200
2020-08-19,2020-08-19,171.529999,175.794998,167.720001,170.600006,170.600006,390000
2020-08-20,2020-08-20,167.220001,180.960007,165.779999,180.259995,180.259995,378300
2020-08-21,2020-08-21,183.149994,190.029999,181.5,188.380005,188.380005,450500
2020-08-24,2020-08-24,199.259995,201.977005,185.501999,192.5,192.5,901800
2020-08-25,2020-08-25,189.110001,199.160004,187.869995,198.990005,198.990005,412400
2020-08-26,2020-08-26,202.080002,222.0,202.039993,221.399994,221.399994,812200
2020-08-27,2020-08-27,222.910004,224.449997,207.738007,215.0,215.0,895200
2020-08-28,2020-08-28,220.289993,223.720001,215.845001,219.940002,219.940002,673100
2020-08-31,2020-08-31,221.009995,239.119003,218.009995,234.210007,234.210007,691800
2020-09-01,2020-09-01,241.360001,248.0,233.098007,244.649994,244.649994,769200
2020-09-02,2020-09-02,255.0,255.539993,221.0,244.990005,244.990005,1319900
2020-09-03,2020-09-03,221.229996,228.429993,193.0,201.080002,201.080002,1750900
2020-09-04,2020-09-04,193.399994,206.990005,158.011002,194.5,194.5,2542000
2020-09-08,2020-09-08,159.050003,175.259995,152.210007,152.210007,152.210007,1713900
2020-09-09,2020-09-09,167.910004,172.0,161.089005,169.0,169.0,1143200
2020-09-10,2020-09-10,178.889999,181.5,156.526001,160.669998,160.669998,1431300
2020-09-11,2020-09-11,165.720001,167.679993,150.669998,159.75,159.75,902200
2020-09-14,2020-09-14,168.809998,175.660004,165.190002,172.479996,172.479996,825500
2020-09-15,2020-09-15,183.600006,187.5,178.505997,186.0,186.0,921100
2020-09-16,2020-09-16,184.729996,189.363998,176.119995,176.759995,176.759995,793300
2020-09-17,2020-09-17,161.279999,170.850006,158.639999,165.990005,165.990005,957300
2020-09-18,2020-09-18,174.0,174.0,156.309998,165.490005,165.490005,731500
2020-09-21,2020-09-21,155.75,168.649994,151.610001,168.649994,168.649994,909600
2020-09-22,2020-09-22,172.759995,177.085007,163.259995,176.779999,176.779999,772000
2020-09-23,2020-09-23,173.380005,177.878006,160.470001,162.0,162.0,645400
2020-09-24,2020-09-24,155.130005,167.625,154.0,161.539993,161.539993,877900
2020-09-25,2020-09-25,163.789993,173.460007,158.119995,172.850006,172.850006,506700
2020-09-28,2020-09-28,183.479996,183.479996,175.813995,182.479996,182.479996,551600
2020-09-29,2020-09-29,180.608002,185.800003,179.660004,183.300003,183.300003,417100
2020-09-30,2020-09-30,184.869995,196.440002,183.585007,192.070007,192.070007,691700
2020-10-01,2020-10-01,199.610001,203.848999,194.899994,202.639999,202.639999,550900
2020-10-02,2020-10-02,187.0,198.679993,184.509995,185.580002,185.580002,1026500
2020-10-05,2020-10-05,190.020004,197.729996,188.789993,197.309998,197.309998,591100
2020-10-06,2020-10-06,196.007004,199.733994,183.509995,187.009995,187.009995,874200
2020-10-07,2020-10-07,193.800003,198.589996,191.164993,197.240005,197.240005,542900
2020-10-08,2020-10-08,202.529999,202.979996,197.778,199.880005,199.880005,341700
2020-10-09,2020-10-09,201.75,204.899994,200.0,204.119995,204.119995,363100
2020-10-12,2020-10-12,217.460007,232.210007,214.050003,224.970001,224.970001,976300
2020-10-13,2020-10-13,227.970001,229.162003,220.024002,224.919998,224.919998,624300
2020-10-14,2020-10-14,228.0,232.205994,221.240005,222.710007,222.710007,545000
2020-10-15,2020-10-15,211.119995,215.966003,206.720001,214.820007,214.820007,683000
2020-10-16,2020-10-16,220.830002,222.210007,209.0,209.710007,209.710007,451100
2020-10-19,2020-10-19,215.850006,218.143005,199.220001,202.0,202.0,682000
2020-10-20,2020-10-20,203.380005,211.0,200.541,205.852997,205.852997,415100
2020-10-21,2020-10-21,210.0,218.488998,208.985992,211.009995,211.009995,551300
2020-10-22,2020-10-22,214.309998,216.634995,200.0,208.949997,208.949997,450900
2020-10-23,2020-10-23,211.25,213.740005,203.309998,213.699997,213.699997,322900
2020-10-26,2020-10-26,208.419998,217.5,196.330994,204.0,204.0,715300
2020-10-27,2020-10-27,206.600006,218.190002,204.279999,217.279999,217.279999,609100
2020-10-28,2020-10-28,205.699997,205.899994,190.0,191.380005,191.380005,1027600
2020-10-29,2020-10-29,199.289993,213.059998,197.0,207.509995,207.509995,734200
2020-10-30,2020-10-30,193.279999,194.570007,170.009995,175.259995,175.259995,1507300
2020-11-02,2020-11-02,178.089996,183.800003,169.009995,174.25,174.25,748500
2020-11-03,2020-11-03,174.899994,185.554993,171.130005,180.800003,180.800003,709600
2020-11-04,2020-11-04,195.850006,207.380005,193.0,204.25,204.25,1152800
2020-11-05,2020-11-05,215.630005,220.100006,210.617996,218.449997,218.449997,790500
2020-11-06,2020-11-06,217.899994,220.380005,208.0,219.960007,219.960007,595600
2020-11-09,2020-11-09,222.0,226.785004,198.5,199.479996,199.479996,895100
2020-11-10,2020-11-10,191.190002,193.75,175.5,183.669998,183.669998,849100
2020-11-11,2020-11-11,189.509995,195.0,185.274002,194.619995,194.619995,417000
2020-11-12,2020-11-12,196.0,200.199997,189.376007,191.0,191.0,455700
2020-11-13,2020-11-13,195.669998,195.669998,184.770004,192.550003,192.550003,381700
2020-11-16,2020-11-16,191.820007,197.5,189.199997,194.850006,194.850006,399800
2020-11-17,2020-11-17,198.360001,199.0,192.75,194.039993,194.039993,293900
2020-11-18,2020-11-18,194.899994,203.167007,191.339996,197.179993,197.179993,475700
2020-11-19,2020-11-19,194.020004,200.300003,191.503998,199.25,199.25,315900
2020-11-20,2020-11-20,200.0,202.399994,196.615005,197.990005,197.990005,248600
2020-11-23,2020-11-23,201.059998,203.529999,192.929993,196.0,196.0,417500
2020-11-24,2020-11-24,201.0,208.5,196.113998,207.990005,207.990005,546900
2020-11-25,2020-11-25,206.309998,215.949005,204.533005,215.490005,215.490005,583600
2020-11-27,2020-11-27,218.5,224.080002,217.660004,221.300003,221.300003,292700
2020-11-30,2020-11-30,220.679993,222.369995,203.800003,215.419998,215.419998,447200
2020-12-01,2020-12-01,223.339996,230.514999,218.860001,226.639999,226.639999,490100
2020-12-02,2020-12-02,221.0,231.509995,214.576996,229.110001,229.110001,554100
2020-12-03,2020-12-03,232.669998,235.350006,229.020004,230.369995,230.369995,357000
2020-12-04,2020-12-04,231.0,233.520004,229.367004,231.160004,231.160004,299200
2020-12-07,2020-12-07,228.679993,241.369995,228.679993,241.25,241.25,281700
2020-12-08,2020-12-08,240.0,241.244995,231.179993,240.669998,240.669998,322000
2020-12-09,2020-12-09,241.75,246.690002,222.567993,226.910004,226.910004,615200
2020-12-10,2020-12-10,219.990005,240.729996,216.990005,240.600006,240.600006,548700
2020-12-11,2020-12-11,234.5,239.779999,230.065002,239.399994,239.399994,293500
2020-12-14,2020-12-14,242.610001,251.567001,241.934998,247.100006,247.100006,406800
2020-12-15,2020-12-15,254.0,262.869995,248.328995,261.959991,261.959991,403200
2020-12-16,2020-12-16,268.850006,275.0,264.407013,268.299988,268.299988,389600
2020-12-17,2020-12-17,272.540009,276.782013,268.769989,276.5,276.5,328900
2020-12-18,2020-12-18,281.200012,282.0,269.428009,277.829987,277.829987,330900
2020-12-21,2020-12-21,268.700012,276.829987,265.299988,275.339996,275.339996,392600
2020-12-22,2020-12-22,278.859985,278.859985,261.312012,270.48999,270.48999,439300
2020-12-23,2020-12-23,271.410004,273.820007,263.799988,268.25,268.25,217600
2020-12-24,2020-12-24,259.98999,262.519989,254.039993,258.179993,258.179993,266000
2020-12-28,2020-12-28,262.0,272.980011,259.369995,270.359985,270.359985,415200
2020-12-29,2020-12-29,276.0,280.459991,271.929993,277.0,277.0,369300
2020-12-30,2020-12-30,282.0,288.660004,278.579987,288.630005,288.630005,256800
2020-12-31,2020-12-31,290.0,290.869995,282.457001,286.690002,286.690002,247400
2021-01-04,2021-01-04,290.820007,294.200012,269.010986,278.670013,278.670013,475900
2021-01-05,2021-01-05,273.829987,287.98999,273.218994,286.470001,286.470001,301700
2021-01-06,2021-01-06,275.390015,284.070007,262.131012,263.899994,263.899994,592900
2021-01-07,2021-01-07,273.0,284.747009,271.920013,282.359985,282.359985,349400
2021-01-08,2021-01-08,298.019989,309.480011,286.100006,309.100006,309.100006,565000
2021-01-11,2021-01-11,290.0,293.35199,272.0,272.970001,272.970001,667600
2021-01-12,2021-01-12,279.859985,283.325012,273.049988,280.399994,280.399994,349300
2021-01-13,2021-01-13,282.790009,292.350006,278.054993,288.829987,288.829987,291300
2021-01-14,2021-01-14,292.929993,297.5,283.033997,284.950012,284.950012,312900
2021-01-15,2021-01-15,285.640015,290.0,273.173004,273.809998,273.809998,275700
2021-01-19,2021-01-19,286.5,292.996002,282.209991,292.549988,292.549988,336800
2021-01-20,2021-01-20,321.549988,339.714996,319.290009,335.01001,335.01001,618900
2021-01-21,2021-01-21,339.200012,340.916992,331.5,335.850006,335.850006,315000
2021-01-22,2021-01-22,332.130005,340.912994,330.549988,337.670013,337.670013,232900
2021-01-25,2021-01-25,351.309998,356.700012,318.0,344.950012,344.950012,502700
2021-01-26,2021-01-26,346.910004,353.730011,342.362,348.5,348.5,223000
2021-01-27,2021-01-27,337.0,338.73999,310.0,315.0,315.0,582300
2021-01-28,2021-01-28,314.730011,331.130005,307.200012,318.369995,318.369995,328600
2021-01-29,2021-01-29,311.0,313.980011,286.529999,294.600006,294.600006,524600
2021-02-01,2021-02-01,306.799988,323.730011,298.369995,322.899994,322.899994,390600
2021-02-02,2021-02-02,331.910004,342.779999,330.0,338.25,338.25,388800
2021-02-03,2021-02-03,351.799988,355.480011,342.929993,342.929993,342.929993,375600
2021-02-04,2021-02-04,349.059998,356.700012,340.429993,356.700012,356.700012,262500
2021-02-05,2021-02-05,357.0,366.976013,348.700012,364.899994,364.899994,287600
2021-02-08,2021-02-08,373.079987,377.98999,369.799988,374.98999,374.98999,306000
2021-02-09,2021-02-09,373.0,397.26001,371.769989,387.339996,387.339996,315400
2021-02-10,2021-02-10,410.130005,421.0,383.01001,406.420013,406.420013,545800
2021-02-11,2021-02-11,412.049988,415.5,400.070007,413.059998,413.059998,280800
2021-02-12,2021-02-12,405.0,422.200012,399.799988,420.700012,420.700012,238860
2021-02-16,2021-02-16,424.700012,440.799988,421.200012,433.0,433.0,338140
2021-02-17,2021-02-17,417.600006,420.089996,396.399994,415.0,415.0,350760
2021-02-18,2021-02-18,392.0,403.600006,380.600006,400.299988,400.299988,410460
2021-02-19,2021-02-19,410.799988,418.5,398.700012,414.299988,414.299988,298680
2021-02-22,2021-02-22,390.0,416.0,376.899994,381.100006,381.100006,366030
2021-02-23,2021-02-23,347.600006,384.200012,307.299988,379.600006,379.600006,766410
2021-02-24,2021-02-24,372.700012,377.200012,352.200012,376.399994,376.399994,361800
2021-02-25,2021-02-25,374.799988,388.0,330.200012,338.700012,338.700012,447220
2021-02-26,2021-02-26,351.0,361.200012,325.100006,338.899994,338.899994,394760
2021-03-01,2021-03-01,363.700012,368.600006,347.0,368.600006,368.600006,276450
2021-03-02,2021-03-02,366.299988,372.700012,346.399994,346.700012,346.700012,244420
2021-03-03,2021-03-03,347.5,355.799988,306.299988,309.100006,309.100006,533270
2021-03-04,2021-03-04,305.600006,317.299988,269.0,284.0,284.0,802030
2021-03-05,2021-03-05,296.0,296.0,242.199997,290.799988,290.799988,1282040
2021-03-08,2021-03-08,288.600006,291.5,247.199997,247.600006,247.600006,1425050
2021-03-09,2021-03-09,271.299988,296.600006,268.0,293.200012,293.200012,844200
2021-03-10,2021-03-10,309.399994,309.899994,275.5,282.100006,282.100006,979070
2021-03-11,2021-03-11,301.200012,315.950012,296.540009,315.0,315.0,699130
2021-03-12,2021-03-12,294.700012,300.299988,285.600006,299.5,299.5,800420
2021-03-15,2021-03-15,296.799988,310.899994,291.600006,310.899994,310.899994,546650
2021-03-16,2021-03-16,315.0,325.100006,304.0,310.299988,310.299988,738400
2021-03-17,2021-03-17,296.200012,330.100006,290.700012,325.799988,325.799988,717270
2021-03-18,2021-03-18,309.600006,313.899994,288.799988,293.0,293.0,672650
2021-03-19,2021-03-19,290.98999,296.299988,280.399994,294.700012,294.700012,463540
2021-03-22,2021-03-22,298.700012,312.0,296.700012,304.5,304.5,517990
2021-03-23,2021-03-23,304.799988,311.600006,299.100006,301.799988,301.799988,447560
2021-03-24,2021-03-24,304.799988,304.799988,271.850006,271.899994,271.899994,792240
2021-03-25,2021-03-25,258.799988,272.700012,249.100006,253.300003,253.300003,992810
2021-03-26,2021-03-26,249.100006,258.200012,233.0,257.100006,257.100006,1093610
2021-03-29,2021-03-29,257.700012,267.190002,251.399994,264.0,264.0,597590
2021-03-30,2021-03-30,259.399994,271.5,255.100006,268.200012,268.200012,371480
2021-03-31,2021-03-31,275.0,286.200012,273.399994,280.899994,280.899994,459630
2021-04-01,2021-04-01,294.799988,301.0,288.200012,292.700012,292.700012,634420
2021-04-05,2021-04-05,303.399994,312.299988,298.720001,310.100006,310.100006,678220
2021-04-06,2021-04-06,312.0,321.899994,310.100006,317.100006,317.100006,691420
2021-04-07,2021-04-07,313.0,325.5,309.5,321.799988,321.799988,462590
2021-04-08,2021-04-08,329.899994,336.200012,327.730011,335.200012,335.200012,459700
2021-04-09,2021-04-09,328.200012,335.200012,324.200012,335.0,335.0,378480
2021-04-12,2021-04-12,337.5,348.299988,333.0,347.299988,347.299988,466550
2021-04-13,2021-04-13,350.5,367.5,348.399994,365.700012,365.700012,494440
2021-04-14,2021-04-14,369.399994,369.799988,340.200012,343.200012,343.200012,673970
2021-04-15,2021-04-15,353.600006,361.399994,350.899994,359.399994,359.399994,660270
2021-04-16,2021-04-16,361.700012,362.100006,347.899994,355.5,355.5,393390
2021-04-19,2021-04-19,347.200012,354.399994,332.700012,341.700012,341.700012,544530
2021-04-20,2021-04-20,340.700012,345.899994,322.299988,331.0,331.0,526190
2021-04-21,2021-04-21,319.399994,333.700012,315.0,333.600006,333.600006,650950
2021-04-22,2021-04-22,334.200012,336.100006,313.450012,316.299988,316.299988,543460
2021-04-23,2021-04-23,321.75,335.600006,321.0,332.799988,332.799988,361690
2021-04-26,2021-04-26,334.799988,339.0,329.600006,338.700012,338.700012,427360
2021-04-27,2021-04-27,339.600006,343.399994,331.0,331.799988,331.799988,390720
2021-04-28,2021-04-28,336.100006,344.899994,332.0,334.899994,334.899994,521830
2021-04-29,2021-04-29,351.399994,352.399994,327.100006,338.299988,338.299988,666320
2021-04-30,2021-04-30,318.0,330.700012,317.700012,321.100006,321.100006,630490
2021-05-03,2021-05-03,322.600006,325.100006,307.299988,309.0,309.0,496310
2021-05-04,2021-05-04,302.399994,305.190002,277.059998,292.200012,292.200012,658350
2021-05-05,2021-05-05,299.0,302.350006,283.700012,286.5,286.5,386280
2021-05-06,2021-05-06,285.899994,289.700012,275.399994,289.700012,289.700012,408200
2021-05-07,2021-05-07,298.0,302.799988,289.100006,292.600006,292.600006,698870
