,Date,Open,High,Low,Close,Adj Close,Volume
2020-03-27,2020-03-27,1692.0,1741.0,1604.0,1660.0,1660.0,3899
2020-03-30,2020-03-30,1676.0,1730.0,1574.400024,1584.0,1584.0,4488
2020-03-31,2020-03-31,1580.0,1603.599976,1432.0,1562.800049,1562.800049,6785
2020-04-01,2020-04-01,1676.0,1814.0,1620.0,1770.0,1770.0,5440
2020-04-02,2020-04-02,1798.0,1860.0,1682.0,1754.0,1754.0,3402
2020-04-03,2020-04-03,1662.0,1874.0,1654.0,1800.0,1800.0,2671
2020-04-06,2020-04-06,1600.0,1640.0,1430.0,1434.0,1434.0,3592
2020-04-07,2020-04-07,1320.0,1421.0,1280.0,1408.0,1408.0,7261
2020-04-08,2020-04-08,1366.0,1422.0,1338.0,1348.0,1348.0,3408
2020-04-09,2020-04-09,1292.0,1368.0,1264.0,1312.0,1312.0,5623
2020-04-13,2020-04-13,1308.0,1324.0,1163.0,1172.0,1172.0,7599
2020-04-14,2020-04-14,1076.0,1091.800049,957.0,1002.0,1002.0,9366
2020-04-15,2020-04-15,1030.0,1038.0,960.0,981.0,981.0,4820
2020-04-16,2020-04-16,958.0,982.0,900.0,927.400024,927.400024,7494
2020-04-17,2020-04-17,898.0,966.0,897.0,936.0,936.0,4544
2020-04-20,2020-04-20,962.0,962.0,894.799988,934.0,934.0,6237
2020-04-21,2020-04-21,952.0,1077.199951,950.0,1018.0,1018.0,14688
2020-04-22,2020-04-22,972.0,986.0,918.0,918.0,918.0,5391
2020-04-23,2020-04-23,918.0,959.799988,894.0,950.0,950.0,5524
2020-04-24,2020-04-24,948.0,974.0,904.0,906.0,906.0,6089
2020-04-27,2020-04-27,880.0,888.0,842.0,872.0,872.0,6691
2020-04-28,2020-04-28,858.0,948.0,856.0,948.0,948.0,9888
2020-04-29,2020-04-29,876.0,882.0,804.0,824.0,824.0,12023
2020-04-30,2020-04-30,800.0,850.0,779.0,824.0,824.0,9028
2020-05-01,2020-05-01,890.0,937.599976,860.0,914.0,914.0,15254
2020-05-04,2020-05-04,934.0,938.0,866.0,868.0,868.0,5776
2020-05-05,2020-05-05,826.0,858.0,814.0,840.0,840.0,7459
2020-05-06,2020-05-06,826.0,846.0,804.0,829.0,829.0,6781
2020-05-07,2020-05-07,808.0,820.0,790.0,810.0,810.0,5855
2020-05-08,2020-05-08,774.0,786.0,744.0,747.0,747.0,6875
2020-05-11,2020-05-11,760.0,761.0,718.0,726.0,726.0,6215
2020-05-12,2020-05-12,716.0,768.0,706.799988,768.0,768.0,7447
2020-05-13,2020-05-13,748.0,828.0,726.599976,794.0,794.0,16877
2020-05-14,2020-05-14,816.0,842.0,766.0,768.0,768.0,12820
2020-05-15,2020-05-15,796.0,796.0,724.0,724.0,724.0,9276
2020-05-18,2020-05-18,696.0,700.0,666.0,678.0,678.0,7159
2020-05-19,2020-05-19,656.0,666.0,630.0,666.0,666.0,8178
2020-05-20,2020-05-20,636.0,642.0,609.0,618.0,618.0,5505
2020-05-21,2020-05-21,622.0,651.0,608.0,628.0,628.0,5136
2020-05-22,2020-05-22,638.0,657.0,634.0,642.0,642.0,9320
2020-05-26,2020-05-26,608.0,644.0,606.0,642.0,642.0,5408
2020-05-27,2020-05-27,658.0,713.0,650.0,650.0,650.0,12919
2020-05-28,2020-05-28,686.0,686.0,643.0,682.0,682.0,7075
2020-05-29,2020-05-29,670.0,697.200012,648.0,650.0,650.0,7498
2020-06-01,2020-06-01,654.0,656.0,616.0,618.0,618.0,5232
2020-06-02,2020-06-02,618.0,636.0,608.0,612.0,612.0,4930
2020-06-03,2020-06-03,606.0,610.0,582.0,586.0,586.0,5962
2020-06-04,2020-06-04,594.0,624.0,580.0,616.0,616.0,6053
2020-06-05,2020-06-05,598.0,603.0,568.200012,570.0,570.0,7641
2020-06-08,2020-06-08,566.0,572.0,542.0,542.0,542.0,3702
2020-06-09,2020-06-09,550.0,556.0,518.0,524.0,524.0,6929
2020-06-10,2020-06-10,500.0,508.0,488.0,494.0,494.0,6887
2020-06-11,2020-06-11,532.0,566.0,512.0,566.0,566.0,14961
2020-06-12,2020-06-12,530.0,588.0,518.0,560.0,560.0,13979
2020-06-15,2020-06-15,586.0,586.0,524.0,527.0,527.0,7302
2020-06-16,2020-06-16,490.0,522.0,484.0,500.0,500.0,6670
2020-06-17,2020-06-17,496.0,502.0,482.799988,492.0,492.0,4764
2020-06-18,2020-06-18,494.0,500.0,485.0,490.0,490.0,2558
2020-06-19,2020-06-19,478.0,501.0,474.0,494.0,494.0,5029
2020-06-22,2020-06-22,498.0,498.0,476.0,478.0,478.0,4273
2020-06-23,2020-06-23,468.0,472.0,452.0,468.0,468.0,6594
2020-06-24,2020-06-24,472.0,505.0,458.0,494.0,494.0,10966
2020-06-25,2020-06-25,498.0,512.0,480.0,481.0,481.0,5973
2020-06-26,2020-06-26,480.0,544.0,480.0,544.0,544.0,13812
2020-06-29,2020-06-29,550.0,572.0,520.0,524.0,524.0,12894
2020-06-30,2020-06-30,520.0,521.0,486.0,490.0,490.0,7312
2020-07-01,2020-07-01,486.0,486.0,446.0,450.0,450.0,13243
2020-07-02,2020-07-02,424.0,438.0,418.0,432.0,432.0,11838
2020-07-06,2020-07-06,404.0,404.0,362.0,362.0,362.0,16089
2020-07-07,2020-07-07,362.0,368.0,348.0,365.0,365.0,14272
2020-07-08,2020-07-08,354.0,354.0,330.0,334.0,334.0,20509
2020-07-09,2020-07-09,322.0,344.0,317.0,322.0,322.0,24957
2020-07-10,2020-07-10,322.0,331.0,298.0,298.0,298.0,20231
2020-07-13,2020-07-13,280.0,330.0,266.0,324.0,324.0,59845
2020-07-14,2020-07-14,334.0,360.0,316.0,320.0,320.0,79353
2020-07-15,2020-07-15,314.0,340.0,312.0,320.0,320.0,54189
2020-07-16,2020-07-16,338.0,346.0,322.0,326.0,326.0,35063
2020-07-17,2020-07-17,328.0,344.0,326.0,330.0,330.0,19525
2020-07-20,2020-07-20,326.600006,333.0,292.380005,293.799988,293.799988,41180
2020-07-21,2020-07-21,286.399994,308.0,282.399994,306.399994,306.399994,68235
2020-07-22,2020-07-22,305.200012,316.0,300.0,308.600006,308.600006,38940
2020-07-23,2020-07-23,300.399994,338.799988,298.0,330.200012,330.200012,82930
2020-07-24,2020-07-24,352.600006,364.799988,333.600006,340.0,340.0,104300
2020-07-27,2020-07-27,338.799988,345.200012,320.799988,321.0,321.0,67260
2020-07-28,2020-07-28,327.600006,339.600006,320.200012,339.399994,339.399994,79265
2020-07-29,2020-07-29,329.399994,331.799988,318.799988,323.600006,323.600006,57275
2020-07-30,2020-07-30,333.399994,338.100006,319.399994,322.0,322.0,67315
2020-07-31,2020-07-31,298.399994,321.600006,298.200012,309.600006,309.600006,62955
2020-08-03,2020-08-03,302.600006,302.600006,292.399994,296.799988,296.799988,35895
2020-08-04,2020-08-04,295.0,295.200012,286.600006,288.0,288.0,30150
2020-08-05,2020-08-05,286.0,288.600006,281.200012,284.399994,284.399994,37280
2020-08-06,2020-08-06,284.600006,287.399994,267.600006,270.600006,270.600006,38285
2020-08-07,2020-08-07,274.799988,294.600006,270.0,283.799988,283.799988,50300
2020-08-10,2020-08-10,282.200012,302.200012,275.799988,292.0,292.0,36100
2020-08-11,2020-08-11,297.0,309.0,286.799988,308.0,308.0,52735
2020-08-12,2020-08-12,292.600006,293.399994,267.799988,273.399994,273.399994,70600
2020-08-13,2020-08-13,266.799988,270.200012,258.399994,265.399994,265.399994,73095
2020-08-14,2020-08-14,265.0,274.399994,263.600006,265.600006,265.600006,42165
2020-08-17,2020-08-17,261.200012,261.399994,241.600006,242.0,242.0,90590
2020-08-18,2020-08-18,237.399994,241.600006,230.600006,233.399994,233.399994,48235
2020-08-19,2020-08-19,234.0,239.0,227.600006,235.0,235.0,62775
2020-08-20,2020-08-20,240.399994,241.399994,220.399994,221.399994,221.399994,54920
2020-08-21,2020-08-21,219.600006,219.600006,209.199997,211.5,211.5,85505
2020-08-24,2020-08-24,199.399994,214.600006,196.600006,206.199997,206.199997,117370
2020-08-25,2020-08-25,210.0,211.919998,199.399994,199.699997,199.699997,58115
